IC50,Cancer,Drug,PKA_113_ASA,PKA_113_VOL,PKA_123_T,PKA_123_T_EXP,PKA_194_EXP,PKA_214_B62,PKA_243_ENG,MUT_CAMK1G_CSV,MUT_ROR1_EXP,CNV_ROCK2_gain,REC_R_HSA_176298,REC_R_HSA_176298_EXP,REC_R_HSA_5140741_EXP,REC_R_HSA_5218819_EXP,PWY_R_HSA_166166_CSV,PWY_R_HSA_168928_CSV,PWY_R_HSA_2187338_CSV,PWY_R_HSA_6796648_EXP,PWY_R_HSA_6811558,PWY_R_HSA_6811558_EXP,GO_0005977_CSV,GO_0007049,GO_0007059_EXP,GO_0019827_EXP,GO_0031032,GO_0032007_CSV,GO_0043154,GO_0045785_EXP,GO_0060271_CSV,GO_0060444,GO_0070266,SFAM_CAMK1_CSV,SFAM_InsR_CSV,SFAM_Other_Unique_CSV,SFAM_TSSK,CLS_Histology_subtype_1_adenocarcinoma,EXP_CDKL2,EXP_CDC42BPB,EXP_PKN2,EXP_DCLK3,EXP_EIF2AK1,EXP_LMTK2,Predicted IC50,Validation
-2.830906,909728,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0691924233,6.5482895357,6.8950687317,3.0184345668,7.0678645174,3.0740314914,2.1601595209,9
-0.798776,910399,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1079438602,0,0,0,0,1,3.9774353762,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9790778316,7.343863187,8.109769108,3.1752604443,7.1118256318,3.1038980113,2.8534435358,3
0.782705,910779,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4227903621,0,0,0.812456,0,0,0,0,0,0,0,0,0,0,4.8784764011,0,0,0,0,0,0,0,0,2.881224432,7.1011310861,6.9558777751,3.0838558715,6.6071857705,2.8635791872,2.4761193181,5
0.998921,910900,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1329962404,0,0,0,0,0,0,0,0,0,0,0.856432,0,0,0,0,0,0,1,3.4190419434,4.8562719834,6.7769997176,3.5021182552,7.1647128882,3.164931857,3.6389303924,5
-0.421902,910931,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9372252613,6.1692921658,7.2196553845,3.2010566398,6.712056682,3.0110507575,3.0021207439,4
-0.628755,924244,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.049763474,0,0,0,0,0,0.847326,0,0,0,0,0,0,0.81869,0,0,1,2.9912863191,6.328136499,6.6236327984,3.1277168198,6.9376744976,3.0629839579,1.980866514,2
-0.488344,925341,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6118384841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.047426091,6.2239003598,6.9635401687,2.7281287234,7.4384375172,3.0774118179,2.150302802,5
-1.278956,946361,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2656951937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8224012395,6.2381995689,7.1017444276,2.945790936,6.7520482384,2.9472103688,1.5190081699,2
-1.441121,1240142,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2369052241,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.9366060493,6.4495883544,6.734985244,2.9089286321,6.8181140885,3.128767357,2.0822561385,2
-0.476057,1240143,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4233656952,0,1,0,0,0,0,0,0,0,0,1,0.790168,0,0,0,0,3.1766398913,7.1273171028,7.3483154601,3.0438493194,6.6875178594,3.0366332193,3.0056825138,7
-1.538932,1240145,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5105603046,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7920983133,6.5875437797,6.6929875903,3.085030507,6.6228173601,2.9670706258,1.7107654636,8
-0.2878,1240146,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27.185118744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1372667539,7.3457775438,8.4152791363,3.3130918258,7.5057356153,2.9786024058,2.6421500505,7
1.064076,1240183,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.7183753287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2310375464,6.5530615545,7.5083716618,3.036138351,6.9156239127,2.88922673,2.6770574586,8
-1.518966,1240185,1024,0,0,0,0,0,0,0,0,0,0,2,11.019286993,0,0,0.773671,0,0,11.019286993,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.3115933605,6.6984592846,7.0761746972,3.1434836405,6.5658487931,2.921166092,1.9397703813,4
-0.502705,1240187,1024,0,0,0,0,0,0,0,0,0,0,0,0,2.9991260906,0,0,0,0.897029,0,2,5.9893203189,0,0,0,2.8982630197,0,0,0,4.2266845501,0,0,0,0,0,0,0,1,3.0609171738,6.8010807489,7.2025570104,3.1707876781,7.0031762922,3.0225214615,3.5251936829,9
-0.918584,1240190,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9951352605,6.8066207311,7.1751498152,3.0473970207,6.945271214,3.030126063,2.156257195,10
-0.644391,1240191,1024,0,0,0,0,0,0,9.986,0,0,0,0,0,0,0,0.824869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9276499038,6.697251354,7.1510082044,3.0581158316,5.7701209381,2.9689088118,1.9539794804,1
-0.409297,1240202,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702483,0,0,5.6667208174,2,8.8080818736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9711149475,5.3883861303,7.2878477588,3.0024217899,7.8236721447,3.0949321954,2.8394560896,8
-0.1867,1247873,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.8845143239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1534941606,7.41633079,6.4901933292,2.9962672272,7.2688641453,3.0780965076,2.8053228161,9
-0.595998,1287381,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.6615508924,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.1394583475,7.4215120553,7.0890461315,2.8428302773,7.205176542,3.0081939412,2.517964995,1
-0.293099,1298223,1024,0,0,0,0,3.7449515401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2157682436,5.3904535031,7.0504880303,3.0473589567,6.7868669132,3.2745300941,3.2311714742,3
-1.394135,1298226,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4942252237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4216305053,5.8917351725,6.7876147858,2.9025282633,7.5267488862,3.0234495098,3.0830484506,5
3.098917,1298347,1024,0,0,0,0,0,0,0,0,3.2031216758,0,0,0,3.2031216758,0,0.791798,0,0,0,1,3.5927576121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.238961873,6.0192684766,7.5526108613,2.9663282087,6.8619229328,3.0981412774,3.489226468,10
0.277867,1298348,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12232531,3,15.877093486,0,2,0,0,0,0,0,0,0.627143,0,0,0,0,0,0,1,3.0116023043,6.8091202787,7.7654576113,3.2219497618,7.4381603864,2.9022324476,3.1922725266,2
0.317901,1298350,1024,0,0,0,0,0,0,0,0,0,0,1,5.2572960182,0,0,0,0,0,5.2572960182,1,5.0827481707,0,1,0,0,0,0,0,5.0827481707,0,0,0,0,0,0,0,1,3.1656496362,7.1235422281,6.2757272432,2.8987209178,7.567810945,3.0705150253,3.3596399424,5
-0.675214,1298351,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.204713638,2,8.1397548794,0,1,5.4488423636,0,1,0,1,4.4752922054,0,0,1,0,0,0,0,0,3.1307177944,6.67296137,6.6714945348,2.9551071882,8.0277419983,3.0994570652,2.2583792414,9
3.49932,1298352,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4254233055,0,0,0,0,0,0,0,3.4254233055,0,0,0,0,0,0,0,0,3.1504078355,6.2319541556,8.0539852018,3.5341084868,6.8839739607,3.1032124068,2.8061678112,6
2.603916,1298353,1024,0,0,0,0,0,0,0,0,0,0,0,0,2.9602831033,3.1212491462,0,0,0,10.641957071,2,7.0667908378,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4438222452,6.4492491598,7.3864170832,2.8397769047,7.0853945182,3.2522211544,4.0284488207,10
2.325821,1298538,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3611819112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1161315652,6.5625797915,7.3527162103,3.0489342656,6.9081085903,3.0650557559,3.1964952561,10
-0.017921,1503369,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747974,0,0,0,1,4.0599809976,0,1,0,0,0,0,1,0,0,1,0,0,0,0.519103,0,1,3.4778221033,5.8811178249,7.9462137136,3.2338370204,7.226960747,3.1671420842,1.9015240356,1
-2.177102,1503370,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.612153072,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1535060369,7.4487405825,7.0485678258,2.9783611042,6.596045682,2.9082156056,2.0530081364,10
5.596234,687777,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9369563921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1644369581,5.8006249798,7.2273080585,3.2283995889,7.1854965356,3.4878867705,3.5084683386,3
4.591624,687780,1025,0,0,1,2.4991710849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.754478,0,0,0,2.9262732031,6.3017121168,6.5573695098,3.2756030508,6.4192490401,3.0198360229,1.9694202491,10
4.75671,687787,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798984,0,0,0,1,3.2660588068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0483666155,5.59327034,6.6229495818,2.9511819168,7.2948220038,3.1697544259,2.4401093112,9
5.638557,687798,1025,0,0,0,0,0,0,0,0,3.699034983,1,0,0,3.699034983,3.1756617035,0,0,0.772934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.590867564,6.3230834867,6.5219833955,3.662078619,8.0721817332,3.0851574788,3.7860395439,10
3.92018,687799,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0863913325,6.3230758255,6.6005384697,3.3380665141,6.9205123871,3.0401070318,1.8231677009,8
5.70553,687802,1025,0,0,0,0,0,0,0,0,0,0,1,5.0779640033,0,0,0.774856,0,0,5.0779640033,0,0,0,1,0,0,0,0,0,0,0.784428,0,0,0,0,0,0,0,3.2185238731,6.8713989745,7.8158411732,3.4000877022,6.5579993749,3.3296352211,3.6234984912,5
4.67809,687804,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0616607523,0.725127,0,0,0,2,6.3447537888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8490198424,5.0295199934,6.9309695809,3.4152570245,8.0015016946,2.9788823386,2.6970689153,7
3.793744,687807,1025,0,0,0,0,0,0,0,0,0,0,1,6.4024499127,0,0,0,0,0,17.506729094,2,12.868245919,0,2,0,3.4056065648,0,0,0,4.6506073731,0,0,0,0,0,0,0,0,3.3338986286,5.1867197157,7.1518131238,3.1686908487,7.9311522343,3.2604728203,3.7291028645,9
5.305753,687814,1025,0,0,0,0,0,0,-4.618,0,0,0,1,6.0551343414,0,3.4140205226,0,0,0,6.0551343414,0,0,0,1,0,0,0,0,0,6.8245549249,0,0,0,0,0,0,0,0,2.9662462555,4.8029405091,6.4491119529,3.0578092677,6.3981975883,2.9087883018,3.6689058907,7
5.284561,687819,1025,0,0,0,0,0,0,0,0,0,0,1,7.2309197924,0,7.7529705283,1.418495,0,0,12.303217568,5,22.009799904,0,4,0,0,0,0,0,4.275840406,0,0,0,0,0,0,1,0,3.7244203071,6.9244761709,6.5123910805,3.4279700898,6.817948326,2.9276283301,3.2861118805,4
5.346893,687820,1025,-18.1,-29.4,0,0,0,-3,0,0,0,0,0,0,0,3.7471061546,0.722319,0,0,0,1,3.2080376632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6019285147,6.4643655949,6.6958515689,3.0198946921,6.521392843,3.1309435727,2.984741473,7
2.53455,687821,1025,0,0,0,0,3.3874037138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0916839119,6.7501899134,7.1699320004,2.9027391484,6.8117628103,2.9652487777,2.6855385803,5
4.360353,713869,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715815,0,0,0,0,0,0.794774,1,0,0,0,0,0,0,0,0,0,0,0,0.645781,0,1,3.2892132308,4.8066218999,7.835921929,2.9435592278,7.1286466944,3.1784342505,2.250763719,1
4.285104,722046,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3661501207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.048775697,5.6572799989,6.8689361204,3.3127626936,7.1584335762,3.1096474748,2.6237164934,8
4.655017,722058,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5871406042,0,0,0,1,0,0,0,0,0,0,0,0,0,0.664817,0,0,0,1,2.9417970593,6.1459964755,7.5223129675,3.2131283278,7.2015681236,2.9207838774,2.8048167498,8
2.998681,722066,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726327,6.1162145522,4,11.636104215,0,1,0,8.3470131963,0,0,0,0,0,0,0,0.814671,0,0,0,0,3.1065197812,6.0750668899,6.6086405557,3.21042631,6.4228501873,3.1651491956,2.7078391615,3
4.265714,724834,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.401320151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0038947414,5.6650244981,7.5579296278,2.9789160023,6.8557304533,2.9419429524,2.3287198039,4
3.2641,724859,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3055806774,6.2026712915,6.6858526728,3.3211602136,6.4816097859,3.4425918885,2.5810364507,10
5.68032,724863,1025,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0183967358,0,0,0,3.0183967358,0,0,0,0,0.764236,0,0,0,0,0,0,0,3.028691423,6.0869828452,7.0092672868,3.3947743755,7.3136832625,3.0594762586,3.2754316687,3
3.241849,724868,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1543092868,0,1,0,0,0,0,1,5.4009748424,0,0,0,0,0,0,0,0,3.1908558958,5.9621186756,6.9244375385,3.1292593545,7.1965146003,3.0369145798,2.4530554228,10
6.07387,724874,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0805505352,0,0,0.718589,0,2,8.0761691783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2206509195,6.2512765022,7.4711251226,3.2869123709,7.2923487029,3.040908475,4.5502946612,2
4.746621,724878,1025,0,0,0,0,0,0,0,0.739334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739334,0,0,0,0,3.0933513904,5.4689958165,7.3574055627,3.3571393628,6.9907569466,3.0786845334,3.497196513,7
3.22986,753540,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9322723724,7.1391783988,6.8145373053,3.0881641738,7.0396622613,3.238293377,1.9165713467,6
4.885362,753554,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.475868976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.046185907,7.1888256475,6.8555790795,3.1831883491,6.6228900351,3.3811954236,2.5106763002,9
5.034499,753556,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7990065947,6.0277175978,6.3047360872,2.8682391096,7.0858238816,3.2215495947,1.6667479434,9
3.594487,753586,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2677001388,0,0,0,9.961738792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.171867946,6.4819160327,6.3487146129,3.2863186985,6.783221229,2.9378358105,2.112628416,6
3.659518,753592,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7311939104,0,0,0,1,6.6316109244,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9357834572,7.1181903724,6.6748935924,3.1277529051,7.4368717823,2.9971229722,1.7322438609,1
5.505674,753600,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.143006488,0,0,0,0,0,0,1,4.143006488,0,0,0,0,0,0,0,1,3.1372925742,6.2697754751,6.7284050737,3.3373482046,7.3774899977,2.9782808706,2.7251467779,9
4.536562,753608,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.7170692874,0,0,0,0,0,0.84574,0,0,0,0,0,0,0,0,0,1,3.1779899556,7.7189059098,7.247350304,3.0811638125,7.1615308646,2.9835218812,1.9317048882,4
5.074163,905941,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28831796,5.4688948397,7.5231440589,3.0887908267,6.8736887992,2.8977941785,2.6276278897,2
4.098842,905942,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5357861613,1,3.7196849468,0,1,7.2662494084,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2710148944,5.9105511934,7.3237299417,3.0293313217,7.212775523,3.3223362142,2.7353980968,8
3.639427,905973,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4402836357,0,0,0,0,0,0,0,0,0,0,0.691543,0,0,0,0,0,0,0,2.943311654,5.1093821166,6.7437783592,3.108725836,6.9643360103,3.0246398051,3.5626625306,5
5.414629,906791,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76315,0,0,0,0,0.76315,0,0,0,0,0,0,0,0,0,1,3.0524498893,7.0853390892,7.5233770851,3.3574171486,7.588706707,3.0339497428,2.2971866224,7
5.070618,908443,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4707469369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1165843374,6.118968068,6.4316314857,3.0785022559,6.8570134403,2.9101465838,2.0957985173,7
5.400375,908459,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846238,0,0,0,2,9.8501266514,0,1,0,3.3328767938,0,0,0,0,0,0,0,0.784216,0,0,0,0,3.0314736414,6.1083651089,6.7294775003,3.2449373147,7.7672550147,2.9740904106,3.1430207217,2
4.733384,908471,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1712430541,7.1437068599,5.8229137511,3.4529143014,7.1621062436,3.2032414416,2.3315888682,5
5.315618,908474,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706265,0.706265,0,9.3814223936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091097067,6.7149570225,6.2114935259,3.3840699512,7.1479984285,3.0962748584,2.3527962053,4
4.510998,908475,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0377282775,5.8171062263,6.2462800387,3.0277619566,6.9435778555,2.9593901254,2.1890090762,9
2.523603,908476,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.789216,0,0,0,0,0,0,1,2.8830386645,5.0527497104,8.1958471244,3.3094049817,7.2167460155,3.013481406,3.6438037934,9
3.552188,909728,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0691924233,6.5482895357,6.8950687317,3.0184345668,7.0678645174,3.0740314914,2.1601595209,1
5.067261,910399,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1079438602,0,0,0,0,1,3.9774353762,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9790778316,7.343863187,8.109769108,3.1752604443,7.1118256318,3.1038980113,2.8534435358,1
4.987175,910900,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1329962404,0,0,0,0,0,0,0,0,0,0,0.856432,0,0,0,0,0,0,1,3.4190419434,4.8562719834,6.7769997176,3.5021182552,7.1647128882,3.164931857,3.6389303924,5
3.430845,910931,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9372252613,6.1692921658,7.2196553845,3.2010566398,6.712056682,3.0110507575,3.0021207439,5
4.75069,925341,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6118384841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.047426091,6.2239003598,6.9635401687,2.7281287234,7.4384375172,3.0774118179,2.150302802,8
3.273253,946361,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2656951937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8224012395,6.2381995689,7.1017444276,2.945790936,6.7520482384,2.9472103688,1.5190081699,4
4.428544,1240145,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5105603046,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7920983133,6.5875437797,6.6929875903,3.085030507,6.6228173601,2.9670706258,1.7107654636,2
4.143119,1240146,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27.185118744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1372667539,7.3457775438,8.4152791363,3.3130918258,7.5057356153,2.9786024058,2.6421500505,9
5.20335,1240183,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.7183753287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2310375464,6.5530615545,7.5083716618,3.036138351,6.9156239127,2.88922673,2.6770574586,3
3.129994,1240187,1025,0,0,0,0,0,0,0,0,0,0,0,0,2.9991260906,0,0,0,0.897029,0,2,5.9893203189,0,0,0,2.8982630197,0,0,0,4.2266845501,0,0,0,0,0,0,0,1,3.0609171738,6.8010807489,7.2025570104,3.1707876781,7.0031762922,3.0225214615,3.5251936829,4
5.023563,1240190,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9951352605,6.8066207311,7.1751498152,3.0473970207,6.945271214,3.030126063,2.156257195,3
4.069668,1240191,1025,0,0,0,0,0,0,9.986,0,0,0,0,0,0,0,0.824869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9276499038,6.697251354,7.1510082044,3.0581158316,5.7701209381,2.9689088118,1.9539794804,10
5.611245,1240202,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702483,0,0,5.6667208174,2,8.8080818736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9711149475,5.3883861303,7.2878477588,3.0024217899,7.8236721447,3.0949321954,2.8394560896,2
5.366429,1247873,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.8845143239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1534941606,7.41633079,6.4901933292,2.9962672272,7.2688641453,3.0780965076,2.8053228161,4
5.181519,1287381,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.6615508924,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.1394583475,7.4215120553,7.0890461315,2.8428302773,7.205176542,3.0081939412,2.517964995,5
3.774554,1298347,1025,0,0,0,0,0,0,0,0,3.2031216758,0,0,0,3.2031216758,0,0.791798,0,0,0,1,3.5927576121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.238961873,6.0192684766,7.5526108613,2.9663282087,6.8619229328,3.0981412774,3.489226468,10
5.260296,1298348,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12232531,3,15.877093486,0,2,0,0,0,0,0,0,0.627143,0,0,0,0,0,0,1,3.0116023043,6.8091202787,7.7654576113,3.2219497618,7.4381603864,2.9022324476,3.1922725266,6
4.70464,1298351,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.204713638,2,8.1397548794,0,1,5.4488423636,0,1,0,1,4.4752922054,0,0,1,0,0,0,0,0,3.1307177944,6.67296137,6.6714945348,2.9551071882,8.0277419983,3.0994570652,2.2583792414,8
4.947743,1298352,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4254233055,0,0,0,0,0,0,0,3.4254233055,0,0,0,0,0,0,0,0,3.1504078355,6.2319541556,8.0539852018,3.5341084868,6.8839739607,3.1032124068,2.8061678112,2
5.831308,1298353,1025,0,0,0,0,0,0,0,0,0,0,0,0,2.9602831033,3.1212491462,0,0,0,10.641957071,2,7.0667908378,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4438222452,6.4492491598,7.3864170832,2.8397769047,7.0853945182,3.2522211544,4.0284488207,3
2.851735,687777,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9369563921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1644369581,5.8006249798,7.2273080585,3.2283995889,7.1854965356,3.4878867705,3.5084683386,7
3.224537,687780,1028,0,0,1,2.4991710849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.754478,0,0,0,2.9262732031,6.3017121168,6.5573695098,3.2756030508,6.4192490401,3.0198360229,1.9694202491,6
2.983568,687787,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798984,0,0,0,1,3.2660588068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0483666155,5.59327034,6.6229495818,2.9511819168,7.2948220038,3.1697544259,2.4401093112,4
3.812597,687798,1028,0,0,0,0,0,0,0,0,3.699034983,1,0,0,3.699034983,3.1756617035,0,0,0.772934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.590867564,6.3230834867,6.5219833955,3.662078619,8.0721817332,3.0851574788,3.7860395439,9
