IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_792,Fingerprint_785,Fingerprint_784,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,Fingerprint_363,GO_0032212_EXP,CLS_NCI_code_C9384,EXP_EIF2AK3,EXP_ICK,EXP_EGFR_X_EXP_CTGF,EXP_EGFR_X_EXP_LPAR1,EXP_FLT1_X_EXP_GPC1,EXP_FLT1_X_EXP_VEGFD,EXP_ICK_X_EXP_C1orf56,EXP_ICK_X_EXP_NTSR1,EXP_MAP4K5_X_EXP_TRADD,EXP_SGK1_X_EXP_EP300,EXP_SGK1_X_EXP_RPTOR,EXP_SRMS_X_EXP_LRGUK,EXP_TGFBR1_X_EXP_BMP7,EXP_TGFBR1_X_EXP_CAV1,EXP_TRIO_X_EXP_LPAR1,EXP_TRIO_X_EXP_RAC3,EXP_YES1_X_EXP_NRG2,GO_0006281_X_GO_0043068,Predicted IC50,Validation
-0.903166,905980,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5.0314965214,3.1820242677,24.031962577,33.634804536,12.320755054,8.4585910641,18.393329392,8.6875293143,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,38.333797137,39.175287153,23.898572713,0,-1.337447339,5
-0.559317,909250,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,6.5466704855,3.225613825,27.213536033,28.269180876,14.994166862,9.1336898292,15.966024949,9.0908131717,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,30.319535961,38.402564468,22.508981329,0,-0.501034493,6
-0.507932,909730,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4.9032277026,3.5364402489,9.4032518559,16.65420112,12.544588841,9.396758002,17.130337085,10.464946273,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,22.584626354,41.091489085,23.408489969,0,-1.100799202,9
0.083405,909781,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,6.507807762,3.7135480026,51.750955341,28.459675675,16.499140556,8.9624169229,16.527633694,9.7750050866,38.871446999,34.968820945,21.627509432,8.754587564,11.124854461,43.613839915,37.910716736,44.26238343,25.946538391,0,-1.041016792,3
3.272842,909974,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,6.4670645047,3.5545443966,63.19443974,37.172786154,19.597666248,9.785302431,17.189824196,11.044202321,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,39.908826677,47.223392261,20.38644071,0,2.9429528673,7
-0.63432,910920,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5.8849914858,3.4809743515,53.47618942,24.288492286,15.732991831,9.2066735393,15.163507557,10.124494255,44.133912777,37.806205653,19.831431624,9.892997902,10.975735843,41.69794873,22.049785046,35.948249549,21.706237506,0,-0.517881163,6
-0.040444,1298168,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,6.9025304544,3.3979952227,50.656622226,34.575410175,18.599600715,8.0536408191,18.271635976,9.3100037264,42.256328718,52.602081047,28.379188919,9.5508547823,11.55601397,42.772968287,41.017380385,45.581449674,21.299544291,0,0.0804973137,8
-1.229187,1298169,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,6.4847923051,3.2868382091,46.795761522,32.586175416,20.830343857,12.124327519,18.375306648,9.912451154,35.579212793,44.287528173,22.403465531,10.436374882,11.051596243,41.218864563,37.882230762,48.437587861,18.320648217,0,-0.72850752,9
-1.117489,1509073,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,5.8546183123,3.4093605237,44.976598901,30.978753556,14.342230434,9.133072492,15.910219603,10.109219794,35.788953857,39.750348567,22.645906835,9.9678297918,11.886492306,41.234520565,41.514741819,39.359057516,23.874342558,0,-0.975752157,4
-0.492308,1524414,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5.8347040978,3.2750857306,39.418770726,31.312756403,16.021274,10.129512013,14.716192758,9.2928714403,46.60341031,32.370177992,20.192679738,9.9789367728,11.64988037,45.834761759,28.172857082,42.863487184,22.42443346,0,-0.931196609,6
-1.731256,1524415,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5.3706463344,3.2198379292,33.386825469,31.798795669,14.999712564,9.0143453461,15.686360184,8.929609264,33.146848955,36.716893801,21.644434342,9.6722081008,10.044590051,37.099866225,37.683980222,35.87281124,25.762357352,0,-2.264988942,10
-0.378508,1524416,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5.7783498132,3.1700142245,20.881510726,22.330841686,13.250008914,9.4457750613,14.794277853,8.9716111527,33.254287406,33.448816791,20.988775512,8.9985078277,10.334514008,39.990229768,26.126602498,44.239228578,22.756967589,1,-1.458475149,1
0.633216,753558,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5.2338878265,3.2457378881,35.910788323,22.824643674,18.243474806,10.044527309,14.830475746,9.1844379033,39.640818012,26.388549516,17.314486779,10.027880666,9.5947131738,35.623545529,33.809901446,53.22196352,23.679037128,0,2.5073655848,6
0.694066,753577,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,3.415194526,0,5.7817491499,3.1804375719,42.664845865,21.921156811,16.95599617,9.2588230758,16.476668318,8.8986775094,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,29.828884511,31.804130288,24.589782517,0,1.1749351213,7
1.797546,905948,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,7.2231249438,3.5730919102,58.560360675,29.592524579,21.462298759,10.392422187,18.338842368,10.43895736,42.559717562,33.709636537,22.599068732,11.307576203,12.655781679,46.068687804,33.073670463,51.593407945,20.213658125,0,3.677196123,6
2.462668,905950,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6.805695866,3.1682549476,37.494454834,23.499136549,14.955356621,9.1728253135,17.078820577,8.9664917928,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,28.729375389,41.675413936,23.871537278,0,1.3490112659,1
3.281778,905963,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5.6609874792,3.2175274635,42.923792789,25.150823293,13.878485507,9.4310013054,16.840350672,9.0909281547,44.068738888,38.190680494,22.461329609,9.0729472449,9.935768594,39.216263118,36.259633167,48.21769919,25.656235856,0,2.9468983416,6
2.159298,905978,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5.9966328209,3.2633714671,46.5648385,28.450828401,14.541122603,8.910284793,14.957154927,9.8102486058,36.901078681,42.896116819,21.070747195,8.9924187106,11.056777778,42.152987929,32.826287882,34.319466397,24.089245105,0,1.7910111407,5
2.772841,905980,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5.0314965214,3.1820242677,24.031962577,33.634804536,12.320755054,8.4585910641,18.393329392,8.6875293143,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,38.333797137,39.175287153,23.898572713,0,1.4600588352,8
1.611719,909250,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6.5466704855,3.225613825,27.213536033,28.269180876,14.994166862,9.1336898292,15.966024949,9.0908131717,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,30.319535961,38.402564468,22.508981329,0,2.2728197401,7
2.762051,909730,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4.9032277026,3.5364402489,9.4032518559,16.65420112,12.544588841,9.396758002,17.130337085,10.464946273,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,22.584626354,41.091489085,23.408489969,0,2.8757553302,9
3.684186,909781,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6.507807762,3.7135480026,51.750955341,28.459675675,16.499140556,8.9624169229,16.527633694,9.7750050866,38.871446999,34.968820945,21.627509432,8.754587564,11.124854461,43.613839915,37.910716736,44.26238343,25.946538391,0,2.341619675,10
4.992068,909974,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6.4670645047,3.5545443966,63.19443974,37.172786154,19.597666248,9.785302431,17.189824196,11.044202321,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,39.908826677,47.223392261,20.38644071,0,3.9352927537,2
1.696483,910920,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5.8849914858,3.4809743515,53.47618942,24.288492286,15.732991831,9.2066735393,15.163507557,10.124494255,44.133912777,37.806205653,19.831431624,9.892997902,10.975735843,41.69794873,22.049785046,35.948249549,21.706237506,0,1.4552682187,2
3.493978,1298168,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,6.9025304544,3.3979952227,50.656622226,34.575410175,18.599600715,8.0536408191,18.271635976,9.3100037264,42.256328718,52.602081047,28.379188919,9.5508547823,11.55601397,42.772968287,41.017380385,45.581449674,21.299544291,0,3.3398138494,10
3.510305,1298169,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,6.4847923051,3.2868382091,46.795761522,32.586175416,20.830343857,12.124327519,18.375306648,9.912451154,35.579212793,44.287528173,22.403465531,10.436374882,11.051596243,41.218864563,37.882230762,48.437587861,18.320648217,0,3.5564390575,8
1.150552,1509073,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5.8546183123,3.4093605237,44.976598901,30.978753556,14.342230434,9.133072492,15.910219603,10.109219794,35.788953857,39.750348567,22.645906835,9.9678297918,11.886492306,41.234520565,41.514741819,39.359057516,23.874342558,0,2.991184335,1
0.915796,1524414,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5.8347040978,3.2750857306,39.418770726,31.312756403,16.021274,10.129512013,14.716192758,9.2928714403,46.60341031,32.370177992,20.192679738,9.9789367728,11.64988037,45.834761759,28.172857082,42.863487184,22.42443346,0,1.9762876622,7
1.758671,1524415,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5.3706463344,3.2198379292,33.386825469,31.798795669,14.999712564,9.0143453461,15.686360184,8.929609264,33.146848955,36.716893801,21.644434342,9.6722081008,10.044590051,37.099866225,37.683980222,35.87281124,25.762357352,0,1.038751478,5
1.047445,1524416,1023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5.7783498132,3.1700142245,20.881510726,22.330841686,13.250008914,9.4457750613,14.794277853,8.9716111527,33.254287406,33.448816791,20.988775512,8.9985078277,10.334514008,39.990229768,26.126602498,44.239228578,22.756967589,1,1.5095694411,1
0.038034,753558,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5.2338878265,3.2457378881,35.910788323,22.824643674,18.243474806,10.044527309,14.830475746,9.1844379033,39.640818012,26.388549516,17.314486779,10.027880666,9.5947131738,35.623545529,33.809901446,53.22196352,23.679037128,0,-0.413095671,8
-2.369388,753577,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3.415194526,0,5.7817491499,3.1804375719,42.664845865,21.921156811,16.95599617,9.2588230758,16.476668318,8.8986775094,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,29.828884511,31.804130288,24.589782517,0,-1.79715467,9
-1.507127,905948,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,7.2231249438,3.5730919102,58.560360675,29.592524579,21.462298759,10.392422187,18.338842368,10.43895736,42.559717562,33.709636537,22.599068732,11.307576203,12.655781679,46.068687804,33.073670463,51.593407945,20.213658125,0,-0.05554411,9
-2.443785,905950,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,6.805695866,3.1682549476,37.494454834,23.499136549,14.955356621,9.1728253135,17.078820577,8.9664917928,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,28.729375389,41.675413936,23.871537278,0,-1.79207661,1
-1.843491,905963,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5.6609874792,3.2175274635,42.923792789,25.150823293,13.878485507,9.4310013054,16.840350672,9.0909281547,44.068738888,38.190680494,22.461329609,9.0729472449,9.935768594,39.216263118,36.259633167,48.21769919,25.656235856,0,-1.711294712,9
-0.142165,905978,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5.9966328209,3.2633714671,46.5648385,28.450828401,14.541122603,8.910284793,14.957154927,9.8102486058,36.901078681,42.896116819,21.070747195,8.9924187106,11.056777778,42.152987929,32.826287882,34.319466397,24.089245105,0,-1.239946557,6
-1.127423,905980,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5.0314965214,3.1820242677,24.031962577,33.634804536,12.320755054,8.4585910641,18.393329392,8.6875293143,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,38.333797137,39.175287153,23.898572713,0,-0.67312996,1
-0.960379,909250,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,6.5466704855,3.225613825,27.213536033,28.269180876,14.994166862,9.1336898292,15.966024949,9.0908131717,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,30.319535961,38.402564468,22.508981329,0,-1.38268501,3
-1.951819,909730,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,4.9032277026,3.5364402489,9.4032518559,16.65420112,12.544588841,9.396758002,17.130337085,10.464946273,31.712024415,34.229118389,17.381255349,9.5084793739,10.502920687,39.908912724,22.584626354,41.091489085,23.408489969,0,-1.199499822,3
-2.16619,909781,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,6.507807762,3.7135480026,51.750955341,28.459675675,16.499140556,8.9624169229,16.527633694,9.7750050866,38.871446999,34.968820945,21.627509432,8.754587564,11.124854461,43.613839915,37.910716736,44.26238343,25.946538391,0,-1.146813588,4
1.311888,909974,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,6.4670645047,3.5545443966,63.19443974,37.172786154,19.597666248,9.785302431,17.189824196,11.044202321,43.175300702,52.888579748,27.508773763,11.696108349,13.58576417,49.620288578,39.908826677,47.223392261,20.38644071,0,-0.046489148,7
-0.389798,910920,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5.8849914858,3.4809743515,53.47618942,24.288492286,15.732991831,9.2066735393,15.163507557,10.124494255,44.133912777,37.806205653,19.831431624,9.892997902,10.975735843,41.69794873,22.049785046,35.948249549,21.706237506,0,-0.440912426,7
0.95119,1298168,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,6.9025304544,3.3979952227,50.656622226,34.575410175,18.599600715,8.0536408191,18.271635976,9.3100037264,42.256328718,52.602081047,28.379188919,9.5508547823,11.55601397,42.772968287,41.017380385,45.581449674,21.299544291,0,-0.205629223,7
-0.896612,1298169,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,6.4847923051,3.2868382091,46.795761522,32.586175416,20.830343857,12.124327519,18.375306648,9.912451154,35.579212793,44.287528173,22.403465531,10.436374882,11.051596243,41.218864563,37.882230762,48.437587861,18.320648217,0,-0.078312839,6
-0.764192,1509073,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,5.8546183123,3.4093605237,44.976598901,30.978753556,14.342230434,9.133072492,15.910219603,10.109219794,35.788953857,39.750348567,22.645906835,9.9678297918,11.886492306,41.234520565,41.514741819,39.359057516,23.874342558,0,-0.18252524,1
-1.447117,1524414,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5.8347040978,3.2750857306,39.418770726,31.312756403,16.021274,10.129512013,14.716192758,9.2928714403,46.60341031,32.370177992,20.192679738,9.9789367728,11.64988037,45.834761759,28.172857082,42.863487184,22.42443346,0,-1.269911603,1
-2.539169,1524415,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5.3706463344,3.2198379292,33.386825469,31.798795669,14.999712564,9.0143453461,15.686360184,8.929609264,33.146848955,36.716893801,21.644434342,9.6722081008,10.044590051,37.099866225,37.683980222,35.87281124,25.762357352,0,-2.27053325,2
-1.23417,1524416,1024,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5.7783498132,3.1700142245,20.881510726,22.330841686,13.250008914,9.4457750613,14.794277853,8.9716111527,33.254287406,33.448816791,20.988775512,8.9985078277,10.334514008,39.990229768,26.126602498,44.239228578,22.756967589,1,-1.623384182,4
5.180995,753558,1025,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2338878265,3.2457378881,35.910788323,22.824643674,18.243474806,10.044527309,14.830475746,9.1844379033,39.640818012,26.388549516,17.314486779,10.027880666,9.5947131738,35.623545529,33.809901446,53.22196352,23.679037128,0,5.0868836284,5
4.738403,753577,1025,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.415194526,0,5.7817491499,3.1804375719,42.664845865,21.921156811,16.95599617,9.2588230758,16.476668318,8.8986775094,38.36152326,30.699142536,17.877384427,8.6985847108,11.101425741,40.645326016,29.828884511,31.804130288,24.589782517,0,3.4150036051,5
3.228513,905948,1025,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.2231249438,3.5730919102,58.560360675,29.592524579,21.462298759,10.392422187,18.338842368,10.43895736,42.559717562,33.709636537,22.599068732,11.307576203,12.655781679,46.068687804,33.073670463,51.593407945,20.213658125,0,4.3957149546,2
5.174402,905950,1025,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.805695866,3.1682549476,37.494454834,23.499136549,14.955356621,9.1728253135,17.078820577,8.9664917928,43.254125882,43.016719223,25.13113193,9.2670507994,9.7180940945,38.500949489,28.729375389,41.675413936,23.871537278,0,4.3998488687,4
5.041598,905963,1025,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.6609874792,3.2175274635,42.923792789,25.150823293,13.878485507,9.4310013054,16.840350672,9.0909281547,44.068738888,38.190680494,22.461329609,9.0729472449,9.935768594,39.216263118,36.259633167,48.21769919,25.656235856,0,5.1963121234,6
4.007966,905980,1025,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0314965214,3.1820242677,24.031962577,33.634804536,12.320755054,8.4585910641,18.393329392,8.6875293143,37.177814095,33.136266741,20.230405892,8.2763608946,11.678958849,44.938032933,38.333797137,39.175287153,23.898572713,0,4.342507673,1
4.098445,909250,1025,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5466704855,3.225613825,27.213536033,28.269180876,14.994166862,9.1336898292,15.966024949,9.0908131717,45.327081155,42.234555537,19.801342155,9.0019661676,11.273655639,41.960025809,30.319535961,38.402564468,22.508981329,0,4.365646259,2
