IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_788,Fingerprint_785,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_137_EXP,PKA_260,PKA_260_ENG,PKA_68_VOL,MOT_2D_catalyticloop_EXP,MUT_ATR,MUT_CDKL5,MUT_GUCY2C,MUT_MINK1,MUT_RPS6KB2_EXP,REC_R_HSA_187661,REC_R_HSA_187661_EXP,REC_R_HSA_198640,PWY_R_HSA_375165_CSV,PWY_R_HSA_71387_CSV,GO_0006950,GO_0016049,GO_0030325,GO_0043154_CSV,GO_0043405,GO_0045944_CSV,GO_0050679_CSV,GO_0060612,GO_0061024,GO_0072709,SFAM_DYRK1_EXP,CLS_Primary_histology_carcinoma,EXP_CSNK1E,EXP_DDR1,EXP_SYK,EXP_NEK1,EXP_SBK2,EXP_DAPK3,EXP_MAPKAPK3,EXP_ABL2,EXP_ACVR2B,EXP_STK10,EXP_MAPK8,Predicted IC50,Validation
4.082865,1479988,1030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.11102873,0,0,0,0,0,0,0,0,0.821727,0,0.821727,0.821727,0,0,1,0,1,7.2710058351,3.8218523267,3.5916105043,5.2575813778,3.7297444031,4.9123516812,7.066919985,6.4355764603,4.0766479064,4.7527469508,4.5170240907,3.727822845,2
2.603884,1479995,1030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.94423927,0,0,0,0,0,0,0,0,0.751923,0,0,0,0,0,1,7.3410795858,7.3587702221,4.0394571736,5.2202398442,3.4189769196,4.8432986619,5.5309973944,5.5448637982,4.3477345426,4.4236387386,4.2800993067,3.1919619682,7
5.093885,1480359,1030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.2016580166,6.7503794898,4.3910950124,5.0251077358,3.2831369058,4.5198327039,5.6710631439,4.986016218,3.7569613207,3.329210829,4.0227788176,4.8576244461,5
2.715122,1480360,1030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.98471308,5.2171745741,3.2731492001,4.9807866564,3.4693952925,4.422305395,7.0355020277,6.0526418351,3.9616000565,4.2804118829,4.2779392241,3.0405470358,7
4.135767,1480364,1030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,6.5500029559,6.8570118147,7.5875212231,5.2946189136,3.3235198815,4.6512376189,5.8429060689,5.0808382592,4.2247869132,3.4614934092,4.1829355551,4.6166246663,1
2.637617,1480371,1030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,3.374177316,1,7.6726758197,4.7361224843,3.3662092839,5.4612699957,3.4613653167,5.2089268104,7.0150774995,5.4979666294,4.0971838113,4.4889118608,4.9687392895,3.4423033965,3
3.941583,1480372,1030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.6066620262,5.7905471561,4.9100319861,4.6066628466,3.2954766953,4.3011541571,7.8122775339,4.4899966165,4.3574387278,4.3429367682,4.4837319885,3.7852480194,10
4.153392,1480374,1030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-3.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.5526366172,5.9134945341,4.3619938319,4.3369187666,3.2164318631,4.6183203143,5.7191668289,4.5328103773,3.9668787496,3.5548584686,4.3563310834,4.5570154681,5
2.111804,905933,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,-3.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0550872099,1,6.2141551882,7.33175476,6.7553441817,5.2488381071,3.2581508771,4.5358021487,5.7337648293,4.7847505815,4.3425414385,3.5922414072,4.6877933132,1.6113731377,7
2.692542,905959,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,7.748099503,5.6557146777,4.6567564808,6.1758102508,3.5536610171,5.3011984935,6.9488076463,5.1840745325,4.0620910851,4.4666638184,4.5740342021,2.5248980221,1
2.353293,905968,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803747,0,0,1,0,0,1,7.1622928586,6.2698302614,3.3802523196,5.4104971508,3.4757333778,5.3949984631,5.8452746771,4.9854716843,4.3736656004,4.1122231205,4.771213241,2.2469686081,10
0.941608,905969,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.585708637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.029748499,6.7794177211,3.7564264494,4.3972453791,3.333628637,4.7769609573,7.3263967982,5.0307425585,4.5371134834,4.8905624226,4.1072940554,0.7678854463,8
2.305,905990,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738054,0,0,0,0,0,0.826502,0,0,0,0,0,1,7.1827849321,5.6626379776,4.6637375609,4.3208635657,3.316716036,4.6662824884,5.820842781,5.3436770833,4.7301667258,3.5996860333,5.1301060772,2.5544644654,7
1.587049,905991,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711014,0,0,0,0,1,7.8928387038,5.8423522449,3.0914250804,5.9971572826,3.2189426932,4.9535371973,6.2741752158,5.4926945058,4.7767566808,4.4430645669,4.5724343364,1.8939471614,10
2.050038,906804,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.4329204852,0,0,0,0,0,0,0,0,0.742466,0,0,0,0,0,0,0,0,0,0,0,0,1,7.832944923,4.4638460621,3.3374550018,5.421351038,3.6981302241,6.1122362781,6.286331524,5.4962767422,6.1191158118,4.9726168626,4.2265161143,1.0410833127,5
2.270368,906852,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807765,0,1,0,0,0.824811,0,1.632576,0.788871,0,0,0,0,1,7.523773936,6.0744852226,3.6361443925,5.0812234601,3.3876790599,5.3137590024,7.38224554,5.2632447929,3.8681552992,5.2496082754,4.2630651056,2.1147797518,10
0.273599,909255,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7.4366576417,0,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837676,0,1.660599,0,0,0,0,0,0,8.4733332904,4.6193464619,3.082579976,5.7382310898,3.3129546136,5.7931152321,7.3084510935,4.9335188255,6.9509191235,4.368917224,4.5796330896,0.5591452609,9
1.476578,909257,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.786806,0,1.262921,0,0,0,0,0,1,8.1280480812,6.2082690768,3.3800444499,5.8429607896,3.6442235877,5.603284628,7.8449242097,5.296961299,4.7384835651,4.333591723,4.2816777706,1.5531706214,10
3.164786,909753,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7.2296086571,6.2175806459,5.6226463787,4.477963431,3.3646310445,4.519869864,8.0820696923,6.0057538981,4.3344311893,3.5801617418,4.9712126483,2.6799673327,7
1.22259,909774,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.681945,0,0,0,0,0,1,7.941686775,4.4939700596,3.1057963093,5.1936369966,3.4257942341,4.5487039422,4.7101817916,6.114476426,3.8407009381,4.914600065,3.8860693668,1.2575619297,10
1.639942,910548,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.5003655261,6.6513188329,3.3628988149,4.7360632739,3.3927814835,5.040983433,6.6582051646,5.4054691164,4.8113440835,4.0951173064,4.1771039081,1.9213511804,8
2.62812,911905,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.852212,1,0,1,0,0,0.79758,0,0,0,0,0,1,6.561043321,5.8049142483,4.0130434903,3.936420353,3.4552507297,5.2293089674,5.8814688434,5.7337395929,4.9238865903,4.7982585138,4.0969919609,3.4336757547,10
1.082406,924186,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.8468020935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3640218246,5.1505978283,3.0400307463,5.4981953814,3.3690298436,7.1074224351,6.4372343963,6.6673656875,3.8872657462,5.0010666118,5.7635684998,2.3084002529,4
2.943784,946360,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4.6791855179,0,0,0,0,0,0,0,0,0,0,0,0,0.698327,0,0,0,0,0,0,0.698327,0,0,0,0,0,1,6.2669963368,7.0139843209,6.20497503,4.7621006538,3.3490655007,4.3315748148,6.4396434721,5.0381892174,4.3390750206,3.3296322306,4.2612307252,3.4493401881,2
4.747508,949090,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.9332330507,7.4256698679,6.0408008489,4.5268864065,3.1787746328,4.8406153082,5.2694023192,4.0464163919,4.0935328885,3.8098116974,3.8075663474,4.3342795399,6
1.102106,1240128,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737892,0,0,0,0,0,0,0,1,0,0,0,1,8.071312598,4.3863212174,3.1106804661,5.3840036499,3.7134493439,4.9135359705,6.7959059355,6.2299633141,4.6486433566,4.333966068,4.7197245489,0.6468408019,10
4.427549,1240129,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.721852,0,1,0,0,0,0,0,0,0,0,0,1,7.181794462,6.1252284886,3.2407298341,4.6388437514,3.269766208,5.728996392,7.6417662528,5.4004083527,4.689438485,3.8417561983,3.9606839201,4.0483109459,10
1.737059,1240197,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.1890458833,5.3925120793,3.3500857368,4.7516106081,3.6047826025,4.4580119293,4.7014213377,4.7612404427,4.2447828638,3.734959908,4.7780145269,1.0447351011,6
2.634326,1240198,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701491,0,0,0,0,0,0,0.701491,0,0,0,0,0,1,6.7693713755,6.7146294557,5.5497528347,4.6214964918,3.4100116681,5.0745194589,6.9521389675,5.4000711817,4.8097548111,3.4542267842,4.3117339586,3.3417766971,3
5.848947,1240199,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,5.7373591795,6.8045860821,6.6839098598,3.9578759631,3.1631374096,5.1050936202,5.11176131,5.0320195194,3.7517682175,3.9006735877,3.7182045233,4.8289170693,10
4.009546,1240200,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.862706558,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.3625462462,6.6178297073,5.8147251749,4.7409464192,3.5651701742,5.1608502971,7.9321091726,5.8692444725,4.9298902813,4.0102156211,4.6077100027,4.0241503795,8
-0.38415,1240222,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.837975,1,0,0,0,1,0,0,0,0,0,3.0463011526,1,7.7265495371,5.643224828,3.2245993363,5.9612436393,3.4589596577,5.1914596902,6.6281620567,5.3727664008,5.2334265061,4.6776584622,4.4132203051,-0.910358349,5
0.659959,1298365,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.353142321,4.6737707926,3.272070931,5.274260517,3.5469899267,5.62321789,7.9600507217,5.6815002218,3.8384419797,4.1648936087,4.7126735019,1.8955224935,3
0.676592,1298539,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2223508383,4.3237916015,3.3915223456,5.8343892221,3.4958877849,4.8989253001,6.3371285682,5.9849144733,3.9647897182,5.6346207612,4.0623819204,0.7733757796,9
1.069238,1479987,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8512056449,1,7.9949324052,6.3756159562,3.0560477633,5.2467038356,3.3253510967,4.9074989133,5.9312701171,5.9562002811,4.3818567525,4.9604694252,4.4338113351,0.6792151333,1
0.333619,1479988,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.11102873,0,0,0,0,0,0,0,0,0.821727,0,0.821727,0.821727,0,0,1,0,1,7.2710058351,3.8218523267,3.5916105043,5.2575813778,3.7297444031,4.9123516812,7.066919985,6.4355764603,4.0766479064,4.7527469508,4.5170240907,0.0235472577,7
0.566479,1479995,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.94423927,0,0,0,0,0,0,0,0,0.751923,0,0,0,0,0,1,7.3410795858,7.3587702221,4.0394571736,5.2202398442,3.4189769196,4.8432986619,5.5309973944,5.5448637982,4.3477345426,4.4236387386,4.2800993067,1.74241288,4
5.25154,1480359,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.2016580166,6.7503794898,4.3910950124,5.0251077358,3.2831369058,4.5198327039,5.6710631439,4.986016218,3.7569613207,3.329210829,4.0227788176,4.7894765427,10
0.618547,1480360,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.98471308,5.2171745741,3.2731492001,4.9807866564,3.4693952925,4.422305395,7.0355020277,6.0526418351,3.9616000565,4.2804118829,4.2779392241,1.8102661132,6
3.990811,1480364,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,6.5500029559,6.8570118147,7.5875212231,5.2946189136,3.3235198815,4.6512376189,5.8429060689,5.0808382592,4.2247869132,3.4614934092,4.1829355551,3.0839421508,7
1.804947,1480371,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,3.374177316,1,7.6726758197,4.7361224843,3.3662092839,5.4612699957,3.4613653167,5.2089268104,7.0150774995,5.4979666294,4.0971838113,4.4889118608,4.9687392895,0.8261736764,8
1.903062,1480372,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.6066620262,5.7905471561,4.9100319861,4.6066628466,3.2954766953,4.3011541571,7.8122775339,4.4899966165,4.3574387278,4.3429367682,4.4837319885,1.4924122542,3
