IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_785,Fingerprint_784,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,MUT_EIF2AK1,REC_R_HSA_450346,PWY_R_HSA_1852241_EXP,PWY_R_HSA_453279,GO_0007166_CSV,GO_0008283,GO_0008283_EXP,GO_0010506,GO_0016572,GO_0030509_EXP,GO_0032147_CSV,GO_0050766_CSV,GO_0071560,SFAM_DYRK1,CLS_Histology_subtype_1_astrocytoma_Grade_III,EXP_CLK4,EXP_TRPM7,EXP_TBK1,EXP_TRIM33,EXP_MAPK1,EXP_STRADB,EXP_MAP3K20,EXP_CAMK1,PKA_117_X_Fingerprint_696,PKA_134_ENG_X_Fingerprint_696,PKA_134_HYD_X_Fingerprint_644,PKA_134_VOL_X_Fingerprint_696,PKA_140_B62_X_Fingerprint_644,PKA_140_ENG_X_Fingerprint_644,PKA_68_HYD_X_Fingerprint_698,PKA_77_ASA_X_Fingerprint_611,PKA_77_HYD_X_Fingerprint_710,PKA_84_ASA_X_Fingerprint_812,PKA_84_POL_X_Fingerprint_812,EXP_DCLK2_X_EXP_ASF1B,EXP_EIF2AK3_X_EXP_PPP1CB,EXP_LCK_X_EXP_CD247,EXP_LCK_X_EXP_CD28,EXP_TBK1_X_EXP_IFIH1,EXP_TBK1_X_EXP_UBA52,REC_R_HSA_3928578_EXP_X_REC_R_HSA_6802932_EXP,PWY_R_HSA_1266738_CSV_X_PWY_R_HSA_1280218_CSV,PWY_R_HSA_397014_EXP_X_PWY_R_HSA_448424_EXP,PWY_R_HSA_397014_X_PWY_R_HSA_448424,PWY_R_HSA_453279_EXP_X_PWY_R_HSA_76002_EXP,GO_0000165_EXP_X_GO_0016310_EXP,GO_0007050_X_GO_0043066,GO_0007411_X_GO_0051534,GO_0010628_X_GO_0045087,Predicted IC50,Validation
3.059356,906871,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4.5751925951,5.3590101847,8.0584097251,8.3723125608,5.6153941295,3.3508207522,6.6259915686,4.4172823883,0,0,0,0,0,0,0,0,0,0,0,14.715962079,18.473003674,9.7220015795,8.3262691966,35.561222659,47.16975035,0,0.6164761047,0,0,54.175346445,0,0,0,0,3.0019897192,9
5.422296,906873,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.805194,0,0,0,0,0,0,0.805194,0,0,0,4.3144692412,6.096351016,7.1694070997,7.7107208745,5.5610419722,3.3511229259,6.5742920155,4.4619076587,0,0,0,0,0,0,0,0,0,0,0,18.311952087,27.202713632,9.4086016235,8.3888103807,37.177382885,38.188031599,0,0,0,0,0,0,0,0,0,3.9682614539,10
6.274849,907279,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.0924067397,0,0,0,0,0,0,0,1,4.6754784608,5.1029549558,7.9541233814,7.1788291516,6.4666952465,3.5883796809,6.3851665058,4.5475040752,0,0,0,0,0,0,0,0,0,0,0,18.440965675,21.574165311,9.1253675168,8.4504967589,34.680934417,40.629563341,0,0,0,0,0,0,0,0,1,4.2865040426,5
3.876816,907282,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2.9283852311,0,0,0,0,0,0,0,0,4.1280428502,5.8261591059,7.9493103045,8.275562375,6.9728085922,3.8912923838,5.9523606566,4.0247754244,0,0,0,0,0,0,0,0,0,0,0,25.273460129,43.175854252,9.6959420075,8.5440016297,37.165121292,44.43488178,0,0,0,0,0,0,0,0,0,3.5505449385,9
3.225487,907313,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,6.2062152144,0,0,0,1,0,4.6040651361,6.1026434945,8.1808763533,7.4298295944,5.8825538991,3.415764169,6.2526706053,4.8566121554,0,-9.941,0,40.5,0,0,0,0,-0.77,0,0,18.453412631,16.830111931,9.4843785628,8.4403142492,37.669368089,44.727129754,34.734615468,0.6122859052,115.62562154,4,43.262257927,34.734615468,0,0,0,1.8631485032,3
4.463948,908449,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.839240409,5.5845176937,8.309806524,7.5253842393,5.969713562,4.1791224445,6.4332037333,4.0456710481,0,0,0,0,0,0,0,0,0,0,0,12.954006971,22.004940641,9.2940150897,8.3215442548,41.941436497,41.358503517,0,0,0,0,0,0,0,0,0,3.324414764,1
3.824027,908450,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.1292209704,5.8901845604,7.7419421927,7.7482730366,6.5917998766,3.954212381,7.5303543727,5.3552640353,0,0,0,0,0,0,0,0,0,0,0,21.044790683,24.637107585,9.3917791215,8.5028663885,36.107810818,39.21811101,0,0,0,0,0,0,0,0,0,4.1077036206,3
4.064591,908452,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.5457412729,0,0,1,6.6041090281,0,0,0,0,0,0,0,1,4.4993487387,4.9189899974,7.5756339912,7.4133397951,5.9998077867,3.5110666904,7.1027673478,3.6626675086,0,0,0,0,0,0,0,0,0,0,0,20.062543474,32.869492525,9.65476804,8.9728545112,38.379785389,39.181692422,0,0,0,0,0,0,0,0,0,4.0442553187,7
1.788595,909248,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4.0468439365,0,0,0,0,0,5.0391210645,4.4861731387,7.7641633609,8.2092676704,5.7520780523,3.2480024937,5.882834465,3.457638413,0,0,0,0,0,0,0,0,0,0,0,14.460291988,22.921941751,10.195852671,8.3280631236,36.50923862,46.735195428,20.419981494,0.483041063,0,0,0,0,0,0,0,3.1266693351,5
3.585036,909750,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.9867152863,0,0.773084,1,4.2771097905,0,0,0,0,0,0,0,1,4.3417831074,4.754243049,7.8064998787,6.5377461377,6.1663791643,3.7356377553,7.1192666573,4.0924136484,1,4.015,0,-60.4,0,0,0,0,0,0,0,25.110111506,28.722067653,9.2196913105,7.7557263929,39.462848336,40.165625943,0,0,13.701983157,1,0,0,0,0,0,3.0792522387,1
3.347783,910933,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.3809343032,0,0,4.0587348028,0,0,0,0,0,4.1127463055,4.9250980132,8.3192366905,7.3179560074,6.342337264,3.2056703386,6.1644402833,5.6402100168,0,0,0,0,0,0,0,0,1.87,0,0,20.45602533,12.38496891,10.060625487,9.2890397554,33.352077626,49.766069513,11.890406449,0,0,0,0,10.105296652,0,0,0,3.0918376594,2
2.202276,910943,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.72681,0,0,0,3.8483642562,4.7001114309,7.8004418666,6.8195979132,6.0832370278,3.9269541253,8.1174957148,4.8253287625,0,0,0,0,0,0,0,0,0,0,0,23.851933776,20.439007885,9.3236352388,7.9009323488,34.355326371,41.498479514,0,0,0,0,0,0,1,0,0,3.522372605,6
5.818194,924188,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4.9075863362,0,0,1,4.724037982,0,0,0,0,0,0,0,0,4.4295652856,5.2364259703,8.1483868123,8.0267347147,5.3056727491,3.8362248928,6.4804140972,4.0234781409,0,0,0,0,0,0,0,0,0,0,0,15.893340105,32.380360637,8.7935727176,8.0740066972,37.098102629,42.22691846,0,0,0,0,0,0,2,0,1,5.007024848,8
2.185489,946368,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0915891149,0,0,1,5.3281214125,0,0,0,0,0,0,0,0,4.0095390564,4.4778692106,7.4312544911,7.0996725254,5.7419292928,4.3998688552,8.0498191988,5.0632794568,0,-5.21,0,64.2,0,0,0,0,0,0,0,23.346620329,21.031834333,10.77063001,8.9335275302,39.801265332,40.122394052,0,0,0,0,0,0,0,0,0,3.8261556392,2
3.785825,946370,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2.949875604,0,0,0,0.745758,0,0,0,0,3.9857897873,5.2759920464,7.313092072,6.8162029137,6.1197902791,3.3153026417,7.8986877691,3.3889488531,0,0,0,0,0,0,0,0,0,0,0,16.38695627,24.441326307,9.3296492168,7.9504235278,28.000491169,37.503933293,0,0,0,0,0,0,0,0,2,3.4465819962,1
0.277556,1240168,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2.8784008295,0,0,0,0,0,0,0,0,3.8324190972,4.9133488655,7.731307752,6.5400011802,5.8739467348,3.5174974224,7.8383650964,4.2604291696,1,0,0,0,0,0,0,0,0,0,0,21.961457695,24.99290307,10.169815153,8.641627718,38.689039387,41.241111692,0,0,0,0,0,0,0,0,0,3.0234658898,4
4.02803,1240169,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.800154,3,16.625067126,0,0,0,0,0,0,0,0,4.2943031082,5.0971170882,8.44508366,7.4771150648,6.000005161,3.6732508673,6.3528705465,4.5713823997,0,0,0,0,0,0,0,0,0,0,0,19.231088572,19.271268453,9.4200924915,8.2304192971,35.352948684,45.204531434,0,0,0,0,0,0,2,0,1,3.2162617187,10
3.710674,1240170,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.0575425381,1,0,0,0,0,0,0,0,3.8676681392,5.1494734231,7.8425859654,7.5203366506,6.8723391847,3.0230551315,8.5009386317,3.545869417,0,0,0,0,0,0,0,0,0,0,0,17.765881495,25.597087031,9.4039289173,8.4399458526,32.957652698,37.972620666,0,0,0,0,0,19.830366657,0,0,0,3.7057462363,8
1.649157,683667,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.9391688669,4.9238680671,7.7058127065,7.5227717388,5.9098681571,3.9312367501,6.0922909556,4.241236059,0,0,0,0,0,0,0,0,0,0,0,20.190303908,25.535493936,9.1086736368,8.77261101,31.777048786,48.474531778,0,0,0,0,0,0,0,0,0,2.7501957165,3
1.57534,687561,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0453864868,5.4626132047,7.4087959117,7.4156551761,5.8810701538,3.334167248,7.5357501213,3.4477116599,0,0,0,0,0,0,-0.18,0,0,0,0,21.52206285,24.443152673,8.7364355965,8.7009758297,33.855985739,37.63175092,0,0,0,0,0,0,0,0,0,2.4294147051,2
1.012678,687568,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2.9619950556,0,0,3.1547359808,0.818245,0,0,0,0,4.7046616209,5.6015964486,7.8927871773,8.1193467296,6.0508561743,3.236506467,5.3569275336,3.2312998861,0,0,0,0,0,0,0,0,0,0,0,17.393316488,27.820818912,9.7545064741,8.7738593924,42.753601842,40.283738386,0,0.5209405887,28.73785948,3,0,0,0,0,0,1.7627596512,1
3.136321,687586,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5149350659,5.3078565402,7.857592949,7.2678839262,6.1681636972,3.3545893108,8.0390842491,3.2468709341,0,0,0,0,0,0,0,0,0,0,0,21.677280656,21.857372426,10.734123414,8.7081029419,37.715234625,40.585935033,0,0,0,0,0,0,0,0,0,2.6103884343,9
2.078047,687588,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9476237841,5.0656054895,7.8409733602,7.0053863408,6.4919641171,3.9371839958,7.1272342756,4.8933458042,0,0,0,0,0,0,0,0,0,0,0,21.390899024,27.047008402,8.7887264885,7.87329978,35.731593644,41.000026589,0,0,0,0,0,0,1,0,1,3.0362147057,9
-0.708085,687592,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6.5441148976,0,0,1,0,0,4.3730766981,5.3187489124,8.1150201292,7.7168955506,5.5372527195,3.6235158572,6.2656595716,4.1474409069,0,0,0,0,0,0,0,0,0,0,0,14.303940046,22.374267814,9.3743280082,8.3669444554,35.440464572,43.221578355,28.429475277,0,0,0,0,0,0,0,0,2.1861551391,3
2.955668,905983,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5691027359,6.1763740452,8.2140400139,7.8156494918,5.8580605948,3.3318977462,6.1503181935,3.5157817467,0,0,0,0,0,0,0,0,0,0,0,14.982046439,22.975555624,9.8973435628,8.8372179191,46.872399204,42.51909217,0,0,0,0,0,0,0,0,0,2.1116361674,1
2.049627,905984,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5111449199,5.8156820238,8.3996648372,7.6473576584,5.8940143246,2.9919851554,6.4015161446,3.3738430004,0,0,0,0,0,0,0,0,0,0,0,15.340599916,25.817467449,11.400816625,9.4812671345,48.335618487,42.311328998,0,0,0,0,0,27.69754157,0,1,0,2.1782148481,8
2.556249,905985,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.147765024,5.1905944519,8.4467538527,7.4719345273,6.0540738101,3.2580997204,6.3736894604,3.1169051013,0,0,0,0,0,0,0,0,0,0,0,20.694061197,21.629676925,9.5467173785,8.5908685978,51.387067893,44.605576116,0,0,0,0,0,0,0,0,0,2.6333785002,10
1.107643,905986,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.555755,0,1,1,0,4.2943515326,5.505058676,8.1727971111,7.768497066,6.1654818158,3.8015779062,7.2566537681,4.0502732917,0,0,0,0,0,0,0,0,0,0,0,18.858966761,23.996197251,10.647402715,8.8118907301,32.047702784,44.75187591,0,0,0,0,22.771802083,0,0,0,0,2.3237076354,4
3.105555,906746,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,11.889448777,0,0,0,0,0,0,0,0,4.6138804633,5.5685187132,7.4284835426,7.0869459846,6.2263931891,4.347476504,7.4461542375,3.9420709252,0,0,0,0,0,0,0,0,0,0,0,12.357028788,25.222436751,9.931971108,8.1565860355,40.762220863,38.489289123,0,0,0,0,0,0,0,0,0,2.7367139765,1
2.415014,906833,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0.84912,0,1,0,0,4.2300184653,5.6065045969,8.6558516792,8.246363648,6.1442379122,3.1440226295,6.042973696,3.8043706507,0,0,0,0,0,0,-1.51,0,0,0,0,23.59702775,24.212315062,9.6508237652,8.4301341594,48.278314745,49.462443875,0,0,130.52990887,6,0,0,0,1,0,1.4814386941,7
2.287948,906834,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.1725229969,4.0926174687,5.952595921,6.996508413,6.1818302847,3.3084127963,5.5254571555,3.8248986716,0,0,0,0,0,0,0,0,0,0,0,26.698995867,30.587191573,9.2866187433,8.3947579271,25.946942886,35.154223562,0,0,0,0,0,0,1,0,2,2.9116187833,1
2.004906,906835,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2.7867144978,1,0,0,0,0,0,0,0,4.3133340858,5.907474058,8.116252683,7.1851372118,6.3539997463,3.8432590482,5.5762843307,4.5703559892,0,0,0,0,0,0,0,0,0,0,0,20.330516598,19.294854712,9.441143065,8.0759627554,38.685924476,44.594890952,9.5855798648,0,0,0,0,0,0,0,0,2.8359524881,7
3.368775,906868,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5.1482007101,6.2417110503,9.0368003218,8.0013859158,5.3775777877,3.4218337502,6.8516246469,3.1646383151,0,0,0,0,0,0,0,0,0,0,0,12.894935883,22.607156073,9.672203064,8.3110771166,47.067924623,45.716060824,0,0,0,0,0,36.26750975,0,0,0,2.0257216743,9
1.702549,906871,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4.5751925951,5.3590101847,8.0584097251,8.3723125608,5.6153941295,3.3508207522,6.6259915686,4.4172823883,0,0,0,0,0,0,0,0,0,0,0,14.715962079,18.473003674,9.7220015795,8.3262691966,35.561222659,47.16975035,0,0.6164761047,0,0,54.175346445,0,0,0,0,1.8861058079,3
3.592508,906873,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.805194,0,0,0,0,0,0,0.805194,0,0,0,4.3144692412,6.096351016,7.1694070997,7.7107208745,5.5610419722,3.3511229259,6.5742920155,4.4619076587,0,0,0,0,0,0,0,0,0,0,0,18.311952087,27.202713632,9.4086016235,8.3888103807,37.177382885,38.188031599,0,0,0,0,0,0,0,0,0,3.3078649651,8
4.76095,907279,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3.0924067397,0,0,0,0,0,0,0,1,4.6754784608,5.1029549558,7.9541233814,7.1788291516,6.4666952465,3.5883796809,6.3851665058,4.5475040752,0,0,0,0,0,0,0,0,0,0,0,18.440965675,21.574165311,9.1253675168,8.4504967589,34.680934417,40.629563341,0,0,0,0,0,0,0,0,1,3.3350654315,7
2.379201,907282,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2.9283852311,0,0,0,0,0,0,0,0,4.1280428502,5.8261591059,7.9493103045,8.275562375,6.9728085922,3.8912923838,5.9523606566,4.0247754244,0,0,0,0,0,0,0,0,0,0,0,25.273460129,43.175854252,9.6959420075,8.5440016297,37.165121292,44.43488178,0,0,0,0,0,0,0,0,0,2.9515279385,5
1.056275,907313,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,6.2062152144,0,0,0,1,0,4.6040651361,6.1026434945,8.1808763533,7.4298295944,5.8825538991,3.415764169,6.2526706053,4.8566121554,0,-9.941,0,40.5,0,0,0,-8.3,-0.77,0,0,18.453412631,16.830111931,9.4843785628,8.4403142492,37.669368089,44.727129754,34.734615468,0.6122859052,115.62562154,4,43.262257927,34.734615468,0,0,0,0.6776900374,2
1.776957,908449,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.839240409,5.5845176937,8.309806524,7.5253842393,5.969713562,4.1791224445,6.4332037333,4.0456710481,0,0,0,0,0,0,0,0,0,0,0,12.954006971,22.004940641,9.2940150897,8.3215442548,41.941436497,41.358503517,0,0,0,0,0,0,0,0,0,2.7026865407,3
