IC50,Cancer,Drug,REC_R_HSA_5672948_EXP,Fingerprint_834,GO_0046777_EXP,PKA_105_VOL,PKA_196_EXP,GO_0009952_EXP_X_GO_0051965_EXP,PKA_238_EXP,REC_R_HSA_8855915_CSV,PWY_R_HSA_5218920_X_PWY_R_HSA_68877,PKA_63_CSV,MUT_ACVRL1,GO_0010976_EXP,GO_0001938_EXP_X_GO_0045429_EXP,PWY_R_HSA_199418_EXP_X_PWY_R_HSA_8943724_EXP,REC_R_HSA_199959_CSV_X_REC_R_HSA_5675194_CSV,SFAM_PCTAIRE,GO_0038083_CSV,PWY_R_HSA_373752_EXP,MOT_2D_catalyticloop_CSV,GO_0035791_EXP,MUT_MAP3K8,EXP_MAPK8_X_EXP_TNFSF10,PWY_R_HSA_69473,PWY_R_HSA_5576891_EXP,PKA_189_HYD,GO_0038096,GO_0006355,PKA_113_V_CSV,PKA_64_ASA,GO_0006182_EXP,GO_0045736_EXP,PWY_R_HSA_2682334_EXP,GO_0007143,MUT_MAP3K13_EXP,PWY_R_HSA_1474165_X_PWY_R_HSA_199418,EXP_FGFR2_X_EXP_FGF10,REC_R_HSA_5617816,PKA_263_VOL,REC_R_HSA_201443_CSV,PKA_180_P_EXP,REC_R_HSA_166091,MUT_PIM1_EXP,GO_0043280,EXP_JAK2_X_EXP_EOMES,PWY_R_HSA_2980766_CSV,PWY_R_HSA_2262752_X_PWY_R_HSA_450302,EXP_CSNK1E_X_EXP_SFI1,PKA_105_ENG,GO_0051291,PWY_R_HSA_174143_EXP_X_PWY_R_HSA_199991_EXP,GO_0045429,PKA_137_CSV_X_Fingerprint_576,GO_0007420_EXP,PWY_R_HSA_168256_EXP,MUT_RPS6KA5_EXP,GO_0010976_CSV,GO_0007094,PWY_R_HSA_1474165_X_PWY_R_HSA_388841,SDOM_subdomainI_EXP,EXP_ERBB4,PKA_76_ENG,REC_R_HSA_2197698_X_REC_R_HSA_3225851,DOM_SH2,SFAM_STKR2_CSV,REC_R_HSA_202248_EXP_X_REC_R_HSA_3228469_EXP,MUT_CDC42BPB_EXP,PKA_180_EXP,GO_0043488,MUT_ERBB2_CSV,PKA_63_Q_EXP_X_Fingerprint_363,EXP_MAPKAPK3_X_EXP_AGO4,GO_0007409_EXP,GO_0007417,MUT_MAP3K4_EXP,GO_0007257_X_GO_0007264,GO_0051894_EXP,REC_R_HSA_400586_EXP,PWY_R_HSA_3700989,PWY_R_HSA_6804756_EXP,MUT_RET,PKA_174_I_CSV,GO_0043200_EXP,GO_0045727_CSV,MUT_ULK4_CSV,PWY_R_HSA_1226099_X_PWY_R_HSA_1474165,GO_0007179_CSV,MUT_EPHA7,EXP_FGFR2_X_EXP_IRS1,PWY_R_HSA_1226099_EXP_X_PWY_R_HSA_1640170_EXP,MUT_SMG1,PWY_R_HSA_6811558_EXP,REC_R_HSA_2980720_EXP_X_REC_R_HSA_3371567_EXP,PKA_113,GO_0032924_EXP,PWY_R_HSA_111465_CSV_X_PWY_R_HSA_76002_CSV,CNV_EPHA6_loss,REC_R_HSA_2980720_EXP_X_REC_R_HSA_374696_EXP,GO_0045725_X_GO_0051534,SFAM_VRK_EXP,MUT_RPS6KA5,REC_R_HSA_3225867_X_REC_R_HSA_5683986,EXP_MAPK8_X_EXP_DUSP3,GO_0006935,GO_0006928,MUT_MAP3K9,REC_R_HSA_3222006_EXP,EXP_MAPKAPK3_X_EXP_RNF2,REC_R_HSA_198284_EXP_X_REC_R_HSA_3225867_EXP,GO_1900745_EXP,PKA_89_H_CSV,EXP_SYK_X_EXP_WASF1,PKA_239_N_EXP,GO_0008630,Predicted IC50,Validation
3.286118,1240128,226,0,0,6.2572808119,0,0,0,0,0,0,0,0,3.1096740195,0,0,0,0,0.729002,0,0,0,0,13.813021794,0,0,0,0,2,0,0,0,0,0,0,0,1,8.9552897689,0,0,0,0,0,0,0,14.738622582,0,0,32.749467261,0,0,0,0,0,0,18.103814796,0,0,0,0,9.7187447718,3.2026519072,0,0,0,0,0,0,0,0,0,0,24.902550209,0,0,0,0,2.9814539738,0,0,0,0,0,0,0.79602,0,1,0,0,20.285962565,30.628274066,0,3.1514639787,0,0,0,0,0,0,0,0,0,0,20.839274692,2,1,0,0,25.451468111,0,0,0,18.880563408,0,0,2.2744835333,7
1.605773,1240129,226,0,0,13.760321275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9945895067,0,0,0,37.163607454,0,0,0,1,1,0,0,2.6742165428,0,5.9945895067,0,0,0,10.060505904,0,0,0,0,0,0,0,11.130197796,0,0,27.578654668,0,0,0,0,0,0,10.607888894,0,0,0,0,0,3.5300281278,-1.741,0,0,0,0,0,0,0,0,0,30.073633141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.043614865,0,0,0,0,0,0,0,0,0,0,4.6132993871,0,0,22.498560092,0,1,0,0,29.155819983,0,0,0,17.460925811,0,0,3.0486252713,2
4.065727,1240197,226,0,0,7.0388260394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.835306964,0,0,0,0,0,0,0,0,0,3.354518196,0,0,0,12.216338631,0,0,0,0,0,0,0,10.817896977,0,0,24.121314665,0,0,0,0,0,3.6630638656,0,0,0,0,0,0,3.9047590371,0,0,0,0,0,0,0,0,0,0,16.441862789,0,0,0,0,0,3.354518196,0,0,0,0,0,0,0,0,0,0,25.672127994,0,0,3.8843383911,0,0,0,0,0,0,0,0,0,0,20.534581496,0,0,0,0,16.886955808,0,0,0,14.153572289,0,0,2.873200683,10
1.677023,1240198,226,0,0,14.025233262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588458,0,0,0,0,40.991428916,0,0,0,0,1,0,0,0,5.9643081396,3.4540878995,0,0,0,12.027735827,0,0,0,0,0,0,0,10.453552524,0,0,25.473727597,0,0,0,0,0,0,12.269364437,3.714842438,0,0,0,0,4.1196687073,0,0,0,0,0,0,0,0,0,0,26.546825521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.46767213,0,0,0,0,0,0,0,0,0,0,0,1,0,26.489142982,0,0,0,0,25.143205196,0,0,0.701491,27.424954544,0,0,2.6064939198,4
3.149837,1240199,226,0,0,28.166950828,0,0,0,0,0,1,0,0,0,20.236852349,0,0,0,0,0,0,0,0,33.939367305,2,0,0,0,0,0,0,0,0,0,1,0,0,14.712158893,0,0,0,0,0,0,0,9.7899143912,0,0,22.040721196,0,0,0,1,0,9.4113611842,4.4985389127,0,0,1,2,0,3.8960035446,0,0,0,0,0,0,0,0,0,0,19.146528611,0,0,0,0,0,0,3,10.058397658,0,0,4.4985389127,0,0,0,0,0,24.797451762,0,1,0,0,0,0,0,0,0,0,0,0,1,18.250930164,0,0,0,0,17.027714235,0,0,0,27.859073126,0,1,3.9990717166,2
2.312862,1240200,226,0,0,20.018317266,0,0,0,0,0,0,0.690661,0,0,0,0,0,0,0,0,0,0,0,25.231254415,0,0,0,0,1,0,0,0,0,0,0,0,0,11.989141731,1,0,0,0,0,0,0,10.648226665,0,0,25.78230665,0,0,0,0,0,3.620534299,12.591427778,0,0,0,0,6.6178297073,4.0213477598,0,0,0,0,0,0,0,0,0,0,31.514493747,0,0,0,0,0,0,1,6.2032908737,0,0,0,0,0,0,0,0,15.45672605,0,1,5.1810609909,0,0,0,0,0,0,0,0,0,0,26.261749069,0,0,0,6.2032908737,32.170861003,0,0,0,27.477123088,0,1,2.1817595939,4
2.986675,1240222,226,4.8306774372,0,41.656204831,-60.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1598987384,0,12.845955289,1,0,0,0,1,0,0,2.7288559455,0,16.50679238,0,0,2,13.022885916,0,0,0,0,0,0,1,15.061042853,0,0,32.776077482,4.015,0,0,0,0,0,27.595594376,0,0,0,3,0,3.8290359115,0,0,0,0,0,7.0349801273,0,0,0,0,27.02680348,4.3234228854,0,0,0,0,3.3098209757,4,21.345932487,0,0.783033,0,0,0,1,0,0,21.848916064,37.31792359,0,3.1598987384,0,0,0,0,0,0,0,0,0,0,21.784714352,0,0,0,4.3234228854,23.277742706,0,0,0,18.701983695,0,1,2.7510558303,1
2.430994,1298365,226,0,0,11.175060957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.499430893,0,0,0,0,1,0,0,0,0,0,0,0,0,10.286571735,0,0,0,0,0,0,0,11.290897374,0,0,31.54516664,0,0,0,0,0,0,3.1263999056,0,0,1,0,0,3.5183290696,0,0,0,0,0,0,0,0,0,0,26.989640716,0,1,0,0,0,0,0,0,0,0,0,0,0.715042,0,0,0,18.77152499,0,0,0,0,0,0,0,0,0,0,0,0,0,28.441650972,0,0,0,0,28.783838094,0,0,0,17.355091167,0,0,2.3125956746,5
3.791779,1298539,226,0,0,13.010456772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1611146751,0,11.609855908,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3338974874,0,0,0,0,0,0,0,15.281251466,0,0,26.994851974,0,0,0,0,0,0,3.2614967331,0,0,0,0,0,3.1848843932,0,0,1,0,0,0,0,0,0,0,24.5848062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.305802931,0,0,3.1611146751,0,0,0,0,0,0,0,0,0,0,19.880286065,0,0,0,0,20.336392536,0,0,0,16.465699593,0,0,2.3999783114,1
3.93628,1479987,226,0,0,9.2305603493,0,0,0,0,0,0,0,0,3.0566277392,0,0,0,0,0,0,0,0,0,39.933775313,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8347728464,0,0,0,0,0,0,0,11.886525179,0,0,30.689132431,0,0,0,0,0,0,0,0,0.53472,0,0,0,3.0932667458,0,0,0,0,0,0,0,0,0,0,24.200631099,0,0,0,0,0,0,1,6.1512156734,0,0,0,0,0,0,0,0,17.270729937,0,0,0,0,0,0,0,0,0,0,0,0,0,21.851873714,0,0,0,0,21.551974492,0,0,0,14.354431266,0,0,2.9834904979,2
1.52929,1479988,226,0,0,4.5375458299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.399850214,0,0,0,0,1,0,0,0,0,2.897264939,0,0,0,8.6406585963,0,0,0,0,0,0,0,13.282326533,0,1,28.104613948,0,0,0,0,0,0,8.9694896218,0,0,0,0,3.605941561,3.1626447759,0,0,0,0,0,0,0,0,0,0,26.42618305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.275897476,0,0,0,0,0,0,0,0,0,0,0,0,0,26.148030191,0,0,0,0,26.352640121,0,4.5375458299,0,20.414544991,0,0,1.8344031065,5
4.091675,1479995,226,0,0,6.527008856,0,0,0,0,0,0,0,0,2.94423927,0,0,0,0,0.649623,0,0,0,0,40.228524122,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19206762,0,0,0,0,0,0,0,11.794372903,0,0,26.13222108,0,0,0,0,0,0,3.299386478,0,0,0,0,0,3.159217624,0,0,0,0,0,0,0,0,0,0,22.355434969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.123969135,0,0,0,0,0,0,0,0,0,0,9.1278880003,0,0,21.989077058,0,0,0,0,19.109532925,0,0,0,21.074811836,0,0,2.5905366994,4
1.2819,1480360,226,0,0,2.6516988661,0,0,0,0,0,0,0,0,2.8468659051,0,0,0,0,0,0,0,0,0,25.353316923,0,0,0,0,0,0,0,0,0,5.6873249601,0,0,0,8.172541978,0,0,0,0,0,0,0,13.727834194,0,0,30.972540729,0,0,0,0,0,0,4.2680533757,0,0,0,0,0,3.1597551413,0,0,0,0,0,0,0,0,0,0,26.598239982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.117492736,0,0,0,0,0,0,0,0,0,0,0,0,0,20.633805101,0,0,0,0,24.406722046,0,0,0,18.978428019,0,0,2.5626749619,5
4.658468,1480364,226,0,0,25.33201606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.250827504,0,3.0683865042,0,0,1,0,0,0,0,0,0,0,0,12.448357612,0,0,0,0,0,0,0,14.500604711,0,0,24.604350617,0,0,0,0,0,0,0,0,0,0,0,0,3.3815574729,0,0,0,0,0,0,0,0,0,0,22.026707607,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.378382167,0,1,3.393242412,0,0,0,0,0,0,0,0,0,0,20.804297806,0,0,1,0,22.102268472,0,0,0,37.596760082,0,0,3.619804964,6
4.27043,1480371,226,0,0,97.797262347,-60.4,0,44.3199432,0,0,0,0,0,6.3241035028,227.57681302,46.146945868,0,1,0.818769,4.1286065044,0,0,0,15.24082729,1,3.4613610538,0,0,5,0,0,0,0,10.565962763,0,0,2,14.554959391,0,0,0,0,1,0,2,14.029487406,0.769337,0,30.800928344,4.015,0,0,4,0,12.208878176,36.235361071,0,0,1,1,2.9877434419,3.0528065727,0,0,0,0,20.894755951,6.0135794913,0,0,0,0,35.006585791,0,0,0,12,0,4.1286065044,5,15.804357689,1,0,5.2298651209,0,0,0,0,0,23.437256227,0,0,8.8237353739,0,0,0,0,0,0,1,0,0,0,22.814964806,0,2,1,0,26.846306266,0,6.3856333705,0,21.275009153,0,1,2.9254120289,3
2.101023,1480372,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745239,0,0,0,0,16.721898932,0,0,0,0,0,0,0,0,0,0,0,0,0,11.739269388,0,0,0,0,0,0,0,10.502548783,0,0,21.133744926,0,0,0,0,0,0,3.1960304914,0,0,0,0,0,3.1018494027,0,0,1,0,0,0,0,0,0,0,28.764243719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.603989031,0,0,0,0,0,0,0,0,0,0,0,0,0,24.818249767,0,0,0,0,25.16926481,0,0,0,27.575942878,0,0,2.7231523016,5
3.944247,1480374,226,0,0,6.6740128281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.237566872,0,0,0,0,1,0,0,0,0,0,0,0,0,11.454168282,0,0,0,0,0,0,0,9.3971649552,0,0,26.074865612,0,0,0,0,0,0,0,0,0,0,0,0,3.2618484469,0,0,0,0,0,0,0,0,0,0,21.182486352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.791660062,0,0,0,0,0,0,0,0,0,0,0,0,0,21.941571942,0,0,0,0,21.512423175,0,0,0,20.502371069,0,0,3.4470555334,2
6.031273,905933,229,0,0,2.8115744419,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.122304623,0,0,0,0,0,0,0,0,0,0,0,0,0,11.485395325,0,0,0,0,1,0,0,10.749775588,0.620779,0,25.180704032,0,0,0,0,0,0,2.8246692884,0,0,0,0,0,4.1429098451,0,0,0,0,0,0,0,0,0,0,22.450770478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.367513965,0,0,0,0,0,0,0,0,0,0,0,0,0,20.30202418,0,0,0,0,20.745854881,0,0,0,40.296027828,0,0,3.932342324,8
-0.626055,905959,229,0,0,21.779797857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.380693101,0,0,0,0,0,0,0,0,0,8.0107881733,0,0,0,9.054169291,0,0,0,0,0,4.8920989507,0,12.845634597,0,0,35.202475273,0,0,0,0,0,0,26.0573366,0,0,0,0,0,3.8210481449,0,0,0,0,0,0,0,1,0,0,26.76948681,0,0,0,0,0,3.5006953202,0,0,0,0,3.8913398409,0,0,0,0,0,16.327613337,0,0,0,0,0,0,0,0,0,0,0,0,0,26.105327802,0,0,0,0,23.354059941,0,0,0,22.369252997,0,0,2.3602583925,10
1.256538,905969,229,0,0,3.008731466,0,0,0,0,0.847205,0,0,0,3.1933499102,0,0,0,0,0,0,0.834993,0,0,34.252542025,0,4.2164381205,0,0,0,0,0,0,0,3.008731466,0,0,0,9.7135411741,0,0,0,0,0,0,0,12.865195798,0.847205,0,27.274838741,0,0,0,0,0,6.585708637,0,0,0,0,0,5.4762742473,3.0253466618,0,0,0,0.834993,0,0,0,1,0,0,27.252958049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.834993,0,23.277265961,0,0,0,0,0,0,0,0,0,0,0,0,0,19.998814927,0,0,0,0,24.745376118,0,0,0,19.64630636,0,0,2.4531333897,6
2.263418,905990,229,0,0,20.356284484,0,0,0,0,0,0,0.738054,1,0,0,0,0,0,0,0,0,0,0,18.445525912,2,0,0,0,1,0,0,0,0,3.8307692346,1,0,1,12.054514419,0,0,0,0,1,0,0,11.125432023,0,1,28.755987053,0,1,0,0,0,4.7059330588,15.436295645,0,0,1,0,6.4417395758,4.810266673,0,0,1,0,0,0,0,0,0,0,20.496167663,0,0,0,0,0,0,3,9.227172353,0,0,0,0,0,1,0.826502,0,19.850116737,64.001690204,0,9.4644732868,0,0,0,0,0,0,0,0,0,0,21.757935436,0,0,0,0,24.29428987,0,0,0,19.122514027,0,1,2.6176651591,2
3.983533,905991,229,0,0,15.187854898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.794299496,1,0,0,0,0,0,0,0,0,3.2076715073,1,0,1,8.5547329152,1,0,0,0,0,0,0,10.788308349,0,0,29.904377689,0,0,0,0,0,6.3258890254,0,0,0,1,0,0,3.0954641398,0,0,0,0,0,0,0,0,0.711014,0,21.143379018,0,0,0,0,0,3.2076715073,1,6.3258890254,0,0,0,0.711014,0,0,0,0,12.443675593,0,0,3.9259580075,0,0,0,0,0,0,0,0,0,0,23.36046793,0,0,0,0,22.331033679,0,0,0,17.031050957,0,1,2.2342029013,5
1.72891,906804,229,0,0,13.517269784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742466,6.0843492992,0.822716,0,0,13.05381206,0,0,0,1,0,0,0,0,0,9.8465300402,0,0,0,9.963095886,0,0,0,0,0,0,1,18.898131933,0,0,43.383390189,0,0,0,0,0,0,6.0843492992,0,0,0,0,0,3.2783576068,0,1,0,0,0,0,0,0,0,0,23.280821609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742466,0,12.845773547,0,0,0,0,0,0,0.5512557612,0,0,0,0,0,0,20.781175163,0,0,0,0,26.869379108,0,3.6122237177,0,16.909537698,0,0,1.4893997817,3
2.176252,906852,229,0,0,98.236801987,0,0,0,0,0,0,0,0,4.6999938362,0,57.276835519,1.3187377526,0,1.475615,5.8237710749,0,0,0,13.789782718,0,0,-0.83,1,6,0,0,0,5.8292699085,19.121734257,0,0,2,9.7785402701,1,0,0,0,0,0,0,11.089632775,0,0,27.079012191,0,0,57.33182525,0,0,4.9704456215,35.610086973,0,0.66785,3,0,0,3.0952287572,0,0,0,0,0,0,0,2,0.788871,0,25.106908953,7.4193296178,1,0,0,2.8790356069,0,4,14.765537696,0,0,0,1.596636,0,1,0,1,14.860022657,131.36415435,0,10.015353727,0,0,0,0,0,0,0,4.1624474245,0,0,23.743917423,0,0,0,0,26.568904747,0,4.5312560396,0,18.950125296,0,1,2.5388338319,1
2.064226,909255,229,0,0,16.77825741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.329498211,0,0,0,0,0,0,0,0,0,0,0,0,0,11.151516339,0,0,0.822923,0,0,0,0,13.75067318,0,0,32.774084558,0,0,0,0,0.797912,0,6.7555726691,0,0,0,0,0,3.2113929185,0,0,0,0.822923,0,0,0,0,0,0,27.502410524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.951092197,0,0,0,0,0,5.4437544312,0.6683917325,0,0,0,0,0,0,19.993187621,0,0,0,0,32.588015988,0,0,0,21.065765958,0,0,1.1429377242,10
3.40609,909257,229,12.190199466,0,80.135354215,0,0,35.324698597,3.3996797735,0.476115,0,0,0,0,0,0,0,0,1.561984,4.2816777706,0,0,0,12.497012831,1,3.0849502335,0,0,2,0,0,0,5.8564119416,30.88463178,3,3.1388655922,4,10.637957956,2,16.2,0,0,1,0,1,14.106018329,0,9,31.633618933,0,1,38.174235656,0,0,9.9281813428,70.199337115,0,0,1,0,17.04308288,3.1370728432,0,2,0,0,0,0,0,0,0,0,29.925101502,0,1,0,1,2.8486897573,9.4786673537,4,21.841020165,0,0,0,0,0.694415,2,0.861771,0,16.313709097,117.90883613,0,7.2477087072,35.889489298,0,3.3996797735,0,0,54.498138087,2,8.0121306873,0,4,18.173010999,0,0,0,0,27.939651912,96.165328138,0,0,21.367793996,0,1,2.1074778077,5
4.129468,909699,229,0,0,9.5522316899,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47.438180307,0,3.2989721301,0,0,3,0.689805,0,0,0,0,0,0,0,10.59373556,0,0,0,0,0,0,0,10.312132723,0,0,28.534749135,0,0,0,0,0,0,0,0,0,0,0,0,3.128412703,0,0,0,0,0,0,0,0,0,0,25.9378168,0,0,6.536979342,0,3.2877439478,0,1,4.7606943689,0,0,0,0,0,0,0,0,15.434812122,0,0,0,0,1,0,0,0,0,0,0,0,0,29.469761293,0,0,0,0,21.653721534,0,6.536979342,0,27.94285511,0,0,2.3820848187,5
2.112369,909753,229,0,0,7.7393304534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.888564223,0,0,0,0,0,0,0,0,0,2.9037602654,0,0,0,9.1861775356,0,0,0,0,0,0,0,14.264924368,0,0,27.574553308,0,0,0,0,0,0,11.925503379,0,0,0,0,0,3.0106363411,0,0,0,0,0,0,0,0,0,0,29.554079271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.923614843,0,0,0,0,0,0,0,0,0,0,0,0,0,24.660025988,0,1,0,0,27.018683494,0,0,0,26.572695299,6.0698221035,0,2.3832627801,4
1.707552,909774,229,0,0,8.6098395385,0,0,0,0,0,0,0,1,2.7692750722,0,0,0,0,0,0,0,0,0,12.336638943,0,0,0,0,1,0,0,0,0,5.5714471565,0,0,0,7.7807304307,0,0,0,0,0,0,0,29.155522934,0,0,29.629662569,0,1,0,0,0,0,0,0,0,0,0,0,3.2771487187,0,0,0,0,0,0,0,0,0,0,16.85065799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.681945,1,11.579919503,0,0,4.1193991268,0,0,0,0,0,0,0,0,0,0,18.55336944,0,0,0,0,18.178259031,0,0,0,15.341338912,0,0,2.7818758504,5
3.938184,910548,229,0,0,9.2752934676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2926837109,0,0,0,21.925962404,0,0,0,1,0,0,0,3.7107450554,0,9.2752934676,0,0,0,11.046219627,0,0,0,0,0,0,0,11.07963611,0,0,24.450988337,0,0,0,0,0,0,12.78618257,0,0,0,0,0,3.8239141378,0,0,0,0,0,0,0,0,0,0,23.613328554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78479347,0,0,0,0,0,0,0,0,0,0,0,0,0,26.187669786,0,0,0,0,23.836064877,0,0,0,17.586534732,0,0,2.6216197812,8
1.609358,911905,229,0,0,18.251908836,0,0,0,0,0,0,0,0,0,46.727774985,0,0,0,0,0,0,0,0,28.702490457,0,0,0,0,1,0,0,2.8024948137,0,0,0,0,0,10.549087265,0,0,0,0,0,0,0,11.167754627,0,0,23.468427565,0,0,0,1,0,0,4.6299702678,0,0,0,0,0,3.5230223622,0,0,0,0,0,0,0,0,0,0,22.831123325,0,0,0,0,2.9749881597,0,0,0,0,0,0,0,0,0,0,0,18.36958901,0,0,5.5663168924,0,0,0,0,0,0,0,0,0,0,22.63824526,0,0,0,0,21.318093759,0,0,0,20.167746526,0,0,3.2661675876,10
4.483599,924186,229,0,0,11.261355387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.351582459,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1466129174,0,0,0,0,0,0,0,17.867163158,0,0,24.648290036,0,1,0,0,0,0,5.1085619942,0,0,0,0,0,3.0817013631,0,0,0,0,0,0,0,0,0,0,22.752518837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.587266373,0,0,0,0,0,0,0,0,0,0,0,0,0,27.501498816,0,0,0,0,23.299621303,0,0,0,16.635083584,0,0,1.7756937274,7
1.873216,946360,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.862295221,0,0,0,0,1,0,0,0,0,6.3094682207,0,0,0,12.040998275,0,0,0,0,0,0,0,12.032293419,0,0,22.403269876,0,0,0,0,0.698327,0,8.011241806,4.6791855179,0,0,0,0,3.7428760201,0,0,0,0,0,0,0,0,0,0,25.739973921,0,0,0,0,3.3320562881,0,0,0,0,0,0,0,0,0,0,0,25.03204529,0,0,0,0,0,0,0,0,0,0,0,1,0,20.025520061,0,0,0,0,23.273708449,0,0,0,35.86219894,0,0,2.7357308792,6
1.069051,949090,229,0,0,3.8519774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.466942303,0,0,0,0,0,0,0,0,0,0,0,0,0,12.052307862,0,0,0,0,0,0,0,10.174891646,0,0,26.079670635,0,0,0,0,0,0,6.1742874133,0,0,0,0,0,4.0727061751,0,0,0,0,0,0,0,0,0,0,18.553202252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.604615081,0,0,0,0,0,0,0,0,0,0,0,0,0,18.008271467,0,0,0,0,25.111467853,0,0,0,28.595351695,0,0,3.546096541,5
4.577763,1240128,229,0,0,6.2572808119,0,0,0,0,0,0,0,0,3.1096740195,0,0,0,0,0.729002,0,0,0,0,13.813021794,0,0,0,0,2,0,0,0,0,0,0,0,1,8.9552897689,0,0,0,0,0,0,0,14.738622582,0,0,32.749467261,0,0,0,0,0,0,18.103814796,0,0,0,0,9.7187447718,3.2026519072,0,0,0,0,0,0,0,0,0,0,24.902550209,0,0,0,0,2.9814539738,0,0,0,0,0,0,0.79602,0,1,0,0,20.285962565,30.628274066,0,3.1514639787,0,0,0,0,0,0,0,0,0,0,20.839274692,2,1,0,0,25.451468111,0,0,0,18.880563408,0,0,2.2744835333,3
5.05022,1240129,229,0,0,13.760321275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9945895067,0,0,0,37.163607454,0,0,0,1,1,0,0,2.6742165428,0,5.9945895067,0,0,0,10.060505904,0,0,0,0,0,0,0,11.130197796,0,0,27.578654668,0,0,0,0,0,0,10.607888894,0,0,0,0,0,3.5300281278,-1.741,0,0,0,0,0,0,0,0,0,30.073633141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.043614865,0,0,0,0,0,0,0,0,0,0,4.6132993871,0,0,22.498560092,0,1,0,0,29.155819983,0,0,0,17.460925811,0,0,3.0486252713,5
2.228664,1240197,229,0,0,7.0388260394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.835306964,0,0,0,0,0,0,0,0,0,3.354518196,0,0,0,12.216338631,0,0,0,0,0,0,0,10.817896977,0,0,24.121314665,0,0,0,0,0,3.6630638656,0,0,0,0,0,0,3.9047590371,0,0,0,0,0,0,0,0,0,0,16.441862789,0,0,0,0,0,3.354518196,0,0,0,0,0,0,0,0,0,0,25.672127994,0,0,3.8843383911,0,0,0,0,0,0,0,0,0,0,20.534581496,0,0,0,0,16.886955808,0,0,0,14.153572289,0,0,2.873200683,5
4.322975,1240198,229,0,0,14.025233262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588458,0,0,0,0,40.991428916,0,0,0,0,1,0,0,0,5.9643081396,3.4540878995,0,0,0,12.027735827,0,0,0,0,0,0,0,10.453552524,0,0,25.473727597,0,0,0,0,0,0,12.269364437,3.714842438,0,0,0,0,4.1196687073,0,0,0,0,0,0,0,0,0,0,26.546825521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.46767213,0,0,0,0,0,0,0,0,0,0,0,1,0,26.489142982,0,0,0,0,25.143205196,0,0,0.701491,27.424954544,0,0,2.6064939198,8
